Run,Current State,Current Step Number,Next State,Next Step Number
398,Closing,21,Maintaining,22
399,Prospecting,1,Qualifying,2
399,Qualifying,2,Qualifying,3
399,Qualifying,3,Proposing,4
399,Proposing,4,Negotiating,5
399,Negotiating,5,Negotiating,6
399,Negotiating,6,Closing,7
399,Closing,7,Maintaining,8
400,Prospecting,1,Prospecting,2
400,Prospecting,2,Qualifying,3
400,Qualifying,3,Proposing,4
400,Proposing,4,Negotiating,5
400,Negotiating,5,Negotiating,6
400,Negotiating,6,Negotiating,7
400,Negotiating,7,Negotiating,8
400,Negotiating,8,Closing,9
400,Closing,9,Maintaining,10
401,Prospecting,1,Prospecting,2
401,Prospecting,2,Prospecting,3
401,Prospecting,3,Qualifying,4
401,Qualifying,4,Qualifying,5
401,Qualifying,5,Qualifying,6
401,Qualifying,6,Qualifying,7
401,Qualifying,7,Qualifying,8
401,Qualifying,8,Proposing,9
401,Proposing,9,Proposing,10
401,Proposing,10,Closing,11
401,Closing,11,Maintaining,12
402,Prospecting,1,Prospecting,2
402,Prospecting,2,Qualifying,3
402,Qualifying,3,Proposing,4
402,Proposing,4,Proposing,5
402,Proposing,5,Closing,6
402,Closing,6,Maintaining,7
403,Prospecting,1,Prospecting,2
403,Prospecting,2,Qualifying,3
403,Qualifying,3,Qualifying,4
403,Qualifying,4,Qualifying,5
403,Qualifying,5,Qualifying,6
403,Qualifying,6,Proposing,7
403,Proposing,7,Closing,8
403,Closing,8,Maintaining,9
404,Prospecting,1,Prospecting,2
404,Prospecting,2,Qualifying,3
404,Qualifying,3,Proposing,4
404,Proposing,4,Negotiating,5
404,Negotiating,5,Negotiating,6
404,Negotiating,6,Closing,7
404,Closing,7,Maintaining,8
405,Prospecting,1,Prospecting,2
405,Prospecting,2,Prospecting,3
405,Prospecting,3,Qualifying,4
405,Qualifying,4,Qualifying,5
405,Qualifying,5,Proposing,6
405,Proposing,6,Closing,7
405,Closing,7,Maintaining,8
406,Prospecting,1,Qualifying,2
406,Qualifying,2,Qualifying,3
406,Qualifying,3,Qualifying,4
406,Qualifying,4,Proposing,5
406,Proposing,5,Proposing,6
406,Proposing,6,Proposing,7
406,Proposing,7,Negotiating,8
406,Negotiating,8,Negotiating,9
406,Negotiating,9,Proposing,10
406,Proposing,10,Proposing,11
406,Proposing,11,Closing,12
406,Closing,12,Maintaining,13
407,Prospecting,1,Qualifying,2
407,Qualifying,2,Qualifying,3
407,Qualifying,3,Proposing,4
407,Proposing,4,Closing,5
407,Closing,5,Maintaining,6
408,Prospecting,1,Qualifying,2
408,Qualifying,2,Proposing,3
408,Proposing,3,Negotiating,4
408,Negotiating,4,Closing,5
408,Closing,5,Closing,6
408,Closing,6,Proposing,7
408,Proposing,7,Qualifying,8
408,Qualifying,8,Qualifying,9
408,Qualifying,9,Qualifying,10
408,Qualifying,10,Proposing,11
408,Proposing,11,Negotiating,12
408,Negotiating,12,Proposing,13
408,Proposing,13,Proposing,14
408,Proposing,14,Closing,15
408,Closing,15,Maintaining,16
409,Prospecting,1,Qualifying,2
409,Qualifying,2,Qualifying,3
409,Qualifying,3,Qualifying,4
409,Qualifying,4,Proposing,5
409,Proposing,5,Closing,6
409,Closing,6,Closing,7
409,Closing,7,Maintaining,8
410,Prospecting,1,Prospecting,2
410,Prospecting,2,Prospecting,3
410,Prospecting,3,Prospecting,4
410,Prospecting,4,Qualifying,5
410,Qualifying,5,Qualifying,6
410,Qualifying,6,Qualifying,7
410,Qualifying,7,Qualifying,8
410,Qualifying,8,Qualifying,9
410,Qualifying,9,Proposing,10
410,Proposing,10,Negotiating,11
410,Negotiating,11,Closing,12
410,Closing,12,Closing,13
410,Closing,13,Closing,14
410,Closing,14,Maintaining,15
411,Prospecting,1,Qualifying,2
411,Qualifying,2,Qualifying,3
411,Qualifying,3,Proposing,4
411,Proposing,4,Negotiating,5
411,Negotiating,5,Proposing,6
411,Proposing,6,Negotiating,7
411,Negotiating,7,Closing,8
411,Closing,8,Prospecting,9
411,Prospecting,9,Prospecting,10
411,Prospecting,10,Prospecting,11
411,Prospecting,11,Qualifying,12
411,Qualifying,12,Qualifying,13
411,Qualifying,13,Qualifying,14
411,Qualifying,14,Qualifying,15
411,Qualifying,15,Qualifying,16
411,Qualifying,16,Qualifying,17
411,Qualifying,17,Proposing,18
411,Proposing,18,Closing,19
411,Closing,19,Closing,20
411,Closing,20,Maintaining,21
412,Prospecting,1,Prospecting,2
412,Prospecting,2,Qualifying,3
412,Qualifying,3,Qualifying,4
412,Qualifying,4,Proposing,5
412,Proposing,5,Qualifying,6
412,Qualifying,6,Proposing,7
412,Proposing,7,Proposing,8
412,Proposing,8,Proposing,9
412,Proposing,9,Proposing,10
412,Proposing,10,Proposing,11
412,Proposing,11,Qualifying,12
412,Qualifying,12,Proposing,13
412,Proposing,13,Negotiating,14
412,Negotiating,14,Negotiating,15
412,Negotiating,15,Negotiating,16
412,Negotiating,16,Proposing,17
412,Proposing,17,Negotiating,18
412,Negotiating,18,Closing,19
412,Closing,19,Maintaining,20
413,Prospecting,1,Qualifying,2
413,Qualifying,2,Proposing,3
413,Proposing,3,Negotiating,4
413,Negotiating,4,Closing,5
413,Closing,5,Maintaining,6
414,Prospecting,1,Prospecting,2
414,Prospecting,2,Qualifying,3
414,Qualifying,3,Proposing,4
414,Proposing,4,Proposing,5
414,Proposing,5,Closing,6
414,Closing,6,Maintaining,7
415,Prospecting,1,Prospecting,2
415,Prospecting,2,Qualifying,3
415,Qualifying,3,Qualifying,4
415,Qualifying,4,Proposing,5
415,Proposing,5,Proposing,6
415,Proposing,6,Proposing,7
415,Proposing,7,Negotiating,8
415,Negotiating,8,Closing,9
415,Closing,9,Closing,10
415,Closing,10,Prospecting,11
415,Prospecting,11,Prospecting,12
415,Prospecting,12,Qualifying,13
415,Qualifying,13,Qualifying,14
415,Qualifying,14,Proposing,15
415,Proposing,15,Negotiating,16
415,Negotiating,16,Negotiating,17
415,Negotiating,17,Negotiating,18
415,Negotiating,18,Negotiating,19
415,Negotiating,19,Negotiating,20
415,Negotiating,20,Proposing,21
415,Proposing,21,Proposing,22
415,Proposing,22,Proposing,23
415,Proposing,23,Proposing,24
415,Proposing,24,Negotiating,25
415,Negotiating,25,Proposing,26
415,Proposing,26,Proposing,27
415,Proposing,27,Closing,28
415,Closing,28,Proposing,29
415,Proposing,29,Proposing,30
415,Proposing,30,Negotiating,31
415,Negotiating,31,Negotiating,32
415,Negotiating,32,Closing,33
415,Closing,33,Maintaining,34
416,Prospecting,1,Prospecting,2
416,Prospecting,2,Prospecting,3
416,Prospecting,3,Prospecting,4
416,Prospecting,4,Qualifying,5
416,Qualifying,5,Qualifying,6
416,Qualifying,6,Qualifying,7
416,Qualifying,7,Proposing,8
416,Proposing,8,Closing,9
416,Closing,9,Closing,10
416,Closing,10,Maintaining,11
417,Prospecting,1,Prospecting,2
417,Prospecting,2,Prospecting,3
417,Prospecting,3,Prospecting,4
417,Prospecting,4,Prospecting,5
417,Prospecting,5,Prospecting,6
417,Prospecting,6,Prospecting,7
417,Prospecting,7,Qualifying,8
417,Qualifying,8,Qualifying,9
417,Qualifying,9,Proposing,10
417,Proposing,10,Closing,11
417,Closing,11,Maintaining,12
418,Prospecting,1,Prospecting,2
418,Prospecting,2,Qualifying,3
418,Qualifying,3,Qualifying,4
418,Qualifying,4,Proposing,5
418,Proposing,5,Proposing,6
418,Proposing,6,Negotiating,7
418,Negotiating,7,Closing,8
418,Closing,8,Proposing,9
418,Proposing,9,Negotiating,10
418,Negotiating,10,Negotiating,11
418,Negotiating,11,Negotiating,12
418,Negotiating,12,Negotiating,13
418,Negotiating,13,Negotiating,14
418,Negotiating,14,Closing,15
418,Closing,15,Maintaining,16
419,Prospecting,1,Qualifying,2
419,Qualifying,2,Proposing,3
419,Proposing,3,Proposing,4
419,Proposing,4,Proposing,5
419,Proposing,5,Negotiating,6
419,Negotiating,6,Negotiating,7
419,Negotiating,7,Proposing,8
419,Proposing,8,Negotiating,9
419,Negotiating,9,Negotiating,10
419,Negotiating,10,Negotiating,11
419,Negotiating,11,Closing,12
419,Closing,12,Closing,13
419,Closing,13,Proposing,14
419,Proposing,14,Negotiating,15
419,Negotiating,15,Closing,16
419,Closing,16,Maintaining,17
420,Prospecting,1,Prospecting,2
420,Prospecting,2,Qualifying,3
420,Qualifying,3,Qualifying,4
420,Qualifying,4,Qualifying,5
420,Qualifying,5,Proposing,6
420,Proposing,6,Negotiating,7
420,Negotiating,7,Negotiating,8
420,Negotiating,8,Closing,9
420,Closing,9,Maintaining,10
421,Prospecting,1,Prospecting,2
421,Prospecting,2,Qualifying,3
421,Qualifying,3,Qualifying,4
421,Qualifying,4,Proposing,5
421,Proposing,5,Proposing,6
421,Proposing,6,Negotiating,7
421,Negotiating,7,Proposing,8
421,Proposing,8,Proposing,9
421,Proposing,9,Closing,10
421,Closing,10,Maintaining,11
422,Prospecting,1,Qualifying,2
422,Qualifying,2,Qualifying,3
422,Qualifying,3,Qualifying,4
422,Qualifying,4,Qualifying,5
422,Qualifying,5,Qualifying,6
422,Qualifying,6,Qualifying,7
422,Qualifying,7,Proposing,8
422,Proposing,8,Proposing,9
422,Proposing,9,Closing,10
422,Closing,10,Maintaining,11
423,Prospecting,1,Qualifying,2
423,Qualifying,2,Proposing,3
423,Proposing,3,Proposing,4
423,Proposing,4,Closing,5
423,Closing,5,Prospecting,6
423,Prospecting,6,Qualifying,7
423,Qualifying,7,Qualifying,8
423,Qualifying,8,Proposing,9
423,Proposing,9,Negotiating,10
423,Negotiating,10,Proposing,11
423,Proposing,11,Closing,12
423,Closing,12,Prospecting,13
423,Prospecting,13,Qualifying,14
423,Qualifying,14,Proposing,15
423,Proposing,15,Proposing,16
423,Proposing,16,Proposing,17
423,Proposing,17,Proposing,18
423,Proposing,18,Closing,19
423,Closing,19,Closing,20
423,Closing,20,Maintaining,21
424,Prospecting,1,Qualifying,2
424,Qualifying,2,Qualifying,3
424,Qualifying,3,Proposing,4
424,Proposing,4,Negotiating,5
424,Negotiating,5,Proposing,6
424,Proposing,6,Proposing,7
424,Proposing,7,Proposing,8
424,Proposing,8,Negotiating,9
424,Negotiating,9,Negotiating,10
424,Negotiating,10,Closing,11
424,Closing,11,Maintaining,12
425,Prospecting,1,Prospecting,2
425,Prospecting,2,Prospecting,3
425,Prospecting,3,Qualifying,4
425,Qualifying,4,Qualifying,5
425,Qualifying,5,Proposing,6
425,Proposing,6,Closing,7
425,Closing,7,Maintaining,8
426,Prospecting,1,Prospecting,2
426,Prospecting,2,Qualifying,3
426,Qualifying,3,Proposing,4
426,Proposing,4,Proposing,5
426,Proposing,5,Negotiating,6
426,Negotiating,6,Proposing,7
426,Proposing,7,Negotiating,8
426,Negotiating,8,Negotiating,9
426,Negotiating,9,Proposing,10
426,Proposing,10,Closing,11
426,Closing,11,Maintaining,12
427,Prospecting,1,Qualifying,2
427,Qualifying,2,Qualifying,3
427,Qualifying,3,Qualifying,4
427,Qualifying,4,Qualifying,5
427,Qualifying,5,Qualifying,6
427,Qualifying,6,Qualifying,7
427,Qualifying,7,Proposing,8
427,Proposing,8,Proposing,9
427,Proposing,9,Proposing,10
427,Proposing,10,Closing,11
427,Closing,11,Prospecting,12
427,Prospecting,12,Qualifying,13
427,Qualifying,13,Qualifying,14
427,Qualifying,14,Proposing,15
427,Proposing,15,Proposing,16
427,Proposing,16,Proposing,17
427,Proposing,17,Proposing,18
427,Proposing,18,Proposing,19
427,Proposing,19,Negotiating,20
427,Negotiating,20,Negotiating,21
427,Negotiating,21,Negotiating,22
427,Negotiating,22,Negotiating,23
427,Negotiating,23,Proposing,24
427,Proposing,24,Proposing,25
427,Proposing,25,Proposing,26
427,Proposing,26,Negotiating,27
427,Negotiating,27,Proposing,28
427,Proposing,28,Negotiating,29
427,Negotiating,29,Negotiating,30
427,Negotiating,30,Closing,31
427,Closing,31,Closing,32
427,Closing,32,Maintaining,33
428,Prospecting,1,Prospecting,2
428,Prospecting,2,Qualifying,3
428,Qualifying,3,Qualifying,4
428,Qualifying,4,Qualifying,5
428,Qualifying,5,Qualifying,6
428,Qualifying,6,Qualifying,7
428,Qualifying,7,Proposing,8
428,Proposing,8,Proposing,9
428,Proposing,9,Closing,10
428,Closing,10,Closing,11
428,Closing,11,Maintaining,12
429,Prospecting,1,Qualifying,2
429,Qualifying,2,Proposing,3
429,Proposing,3,Closing,4
429,Closing,4,Prospecting,5
429,Prospecting,5,Prospecting,6
429,Prospecting,6,Prospecting,7
429,Prospecting,7,Prospecting,8
429,Prospecting,8,Prospecting,9
429,Prospecting,9,Qualifying,10
429,Qualifying,10,Qualifying,11
429,Qualifying,11,Qualifying,12
429,Qualifying,12,Proposing,13
429,Proposing,13,Negotiating,14
429,Negotiating,14,Negotiating,15
429,Negotiating,15,Proposing,16
429,Proposing,16,Negotiating,17
429,Negotiating,17,Proposing,18
429,Proposing,18,Negotiating,19
429,Negotiating,19,Negotiating,20
429,Negotiating,20,Negotiating,21
429,Negotiating,21,Negotiating,22
429,Negotiating,22,Proposing,23
429,Proposing,23,Negotiating,24
429,Negotiating,24,Closing,25
429,Closing,25,Maintaining,26
430,Prospecting,1,Qualifying,2
430,Qualifying,2,Proposing,3
430,Proposing,3,Proposing,4
430,Proposing,4,Closing,5
430,Closing,5,Prospecting,6
430,Prospecting,6,Prospecting,7
430,Prospecting,7,Qualifying,8
430,Qualifying,8,Qualifying,9
430,Qualifying,9,Qualifying,10
430,Qualifying,10,Proposing,11
430,Proposing,11,Negotiating,12
430,Negotiating,12,Closing,13
430,Closing,13,Maintaining,14
431,Prospecting,1,Qualifying,2
431,Qualifying,2,Qualifying,3
431,Qualifying,3,Qualifying,4
431,Qualifying,4,Qualifying,5
431,Qualifying,5,Proposing,6
431,Proposing,6,Negotiating,7
431,Negotiating,7,Negotiating,8
431,Negotiating,8,Negotiating,9
431,Negotiating,9,Proposing,10
431,Proposing,10,Proposing,11
431,Proposing,11,Negotiating,12
431,Negotiating,12,Negotiating,13
431,Negotiating,13,Negotiating,14
431,Negotiating,14,Proposing,15
431,Proposing,15,Proposing,16
431,Proposing,16,Negotiating,17
431,Negotiating,17,Negotiating,18
431,Negotiating,18,Proposing,19
431,Proposing,19,Negotiating,20
431,Negotiating,20,Proposing,21
431,Proposing,21,Negotiating,22
431,Negotiating,22,Negotiating,23
431,Negotiating,23,Closing,24
431,Closing,24,Maintaining,25
432,Prospecting,1,Prospecting,2
432,Prospecting,2,Prospecting,3
432,Prospecting,3,Prospecting,4
432,Prospecting,4,Qualifying,5
432,Qualifying,5,Qualifying,6
432,Qualifying,6,Qualifying,7
432,Qualifying,7,Proposing,8
432,Proposing,8,Qualifying,9
432,Qualifying,9,Proposing,10
432,Proposing,10,Negotiating,11
432,Negotiating,11,Negotiating,12
432,Negotiating,12,Negotiating,13
432,Negotiating,13,Closing,14
432,Closing,14,Maintaining,15
433,Prospecting,1,Prospecting,2
433,Prospecting,2,Prospecting,3
433,Prospecting,3,Qualifying,4
433,Qualifying,4,Proposing,5
433,Proposing,5,Negotiating,6
433,Negotiating,6,Closing,7
433,Closing,7,Maintaining,8
434,Prospecting,1,Qualifying,2
434,Qualifying,2,Qualifying,3
434,Qualifying,3,Qualifying,4
434,Qualifying,4,Qualifying,5
434,Qualifying,5,Proposing,6
434,Proposing,6,Negotiating,7
434,Negotiating,7,Negotiating,8
434,Negotiating,8,Proposing,9
434,Proposing,9,Closing,10
434,Closing,10,Closing,11
434,Closing,11,Maintaining,12
435,Prospecting,1,Prospecting,2
435,Prospecting,2,Qualifying,3
435,Qualifying,3,Proposing,4
435,Proposing,4,Proposing,5
435,Proposing,5,Proposing,6
435,Proposing,6,Negotiating,7
435,Negotiating,7,Proposing,8
435,Proposing,8,Proposing,9
435,Proposing,9,Negotiating,10
435,Negotiating,10,Negotiating,11
435,Negotiating,11,Closing,12
435,Closing,12,Closing,13
435,Closing,13,Prospecting,14
435,Prospecting,14,Qualifying,15
435,Qualifying,15,Proposing,16
435,Proposing,16,Negotiating,17
435,Negotiating,17,Negotiating,18
435,Negotiating,18,Negotiating,19
435,Negotiating,19,Negotiating,20
435,Negotiating,20,Negotiating,21
435,Negotiating,21,Negotiating,22
435,Negotiating,22,Negotiating,23
435,Negotiating,23,Closing,24
435,Closing,24,Prospecting,25
435,Prospecting,25,Prospecting,26
435,Prospecting,26,Prospecting,27
435,Prospecting,27,Qualifying,28
435,Qualifying,28,Proposing,29
435,Proposing,29,Proposing,30
435,Proposing,30,Proposing,31
435,Proposing,31,Proposing,32
435,Proposing,32,Closing,33
435,Closing,33,Maintaining,34
436,Prospecting,1,Prospecting,2
436,Prospecting,2,Prospecting,3
436,Prospecting,3,Qualifying,4
436,Qualifying,4,Qualifying,5
436,Qualifying,5,Proposing,6
436,Proposing,6,Proposing,7
436,Proposing,7,Closing,8
436,Closing,8,Prospecting,9
436,Prospecting,9,Prospecting,10
436,Prospecting,10,Qualifying,11
436,Qualifying,11,Proposing,12
436,Proposing,12,Proposing,13
436,Proposing,13,Negotiating,14
436,Negotiating,14,Negotiating,15
436,Negotiating,15,Negotiating,16
436,Negotiating,16,Proposing,17
436,Proposing,17,Qualifying,18
436,Qualifying,18,Proposing,19
436,Proposing,19,Proposing,20
436,Proposing,20,Closing,21
436,Closing,21,Proposing,22
436,Proposing,22,Proposing,23
436,Proposing,23,Closing,24
436,Closing,24,Prospecting,25
436,Prospecting,25,Prospecting,26
436,Prospecting,26,Prospecting,27
436,Prospecting,27,Prospecting,28
436,Prospecting,28,Prospecting,29
436,Prospecting,29,Prospecting,30
436,Prospecting,30,Qualifying,31
436,Qualifying,31,Qualifying,32
436,Qualifying,32,Proposing,33
436,Proposing,33,Negotiating,34
436,Negotiating,34,Closing,35
436,Closing,35,Closing,36
436,Closing,36,Closing,37
436,Closing,37,Proposing,38
436,Proposing,38,Qualifying,39
436,Qualifying,39,Qualifying,40
436,Qualifying,40,Proposing,41
436,Proposing,41,Qualifying,42
436,Qualifying,42,Qualifying,43
436,Qualifying,43,Qualifying,44
436,Qualifying,44,Proposing,45
436,Proposing,45,Proposing,46
436,Proposing,46,Proposing,47
436,Proposing,47,Closing,48
436,Closing,48,Closing,49
436,Closing,49,Closing,50
436,Closing,50,Closing,51
436,Closing,51,Maintaining,52
437,Prospecting,1,Qualifying,2
437,Qualifying,2,Qualifying,3
437,Qualifying,3,Qualifying,4
437,Qualifying,4,Proposing,5
437,Proposing,5,Negotiating,6
437,Negotiating,6,Negotiating,7
437,Negotiating,7,Negotiating,8
437,Negotiating,8,Proposing,9
437,Proposing,9,Proposing,10
437,Proposing,10,Qualifying,11
437,Qualifying,11,Proposing,12
437,Proposing,12,Negotiating,13
437,Negotiating,13,Proposing,14
437,Proposing,14,Closing,15
437,Closing,15,Closing,16
437,Closing,16,Maintaining,17
438,Prospecting,1,Prospecting,2
438,Prospecting,2,Qualifying,3
438,Qualifying,3,Proposing,4
438,Proposing,4,Negotiating,5
438,Negotiating,5,Negotiating,6
438,Negotiating,6,Closing,7
438,Closing,7,Maintaining,8
439,Prospecting,1,Prospecting,2
439,Prospecting,2,Qualifying,3
439,Qualifying,3,Qualifying,4
439,Qualifying,4,Proposing,5
439,Proposing,5,Negotiating,6
439,Negotiating,6,Negotiating,7
439,Negotiating,7,Negotiating,8
439,Negotiating,8,Negotiating,9
439,Negotiating,9,Proposing,10
439,Proposing,10,Proposing,11
439,Proposing,11,Negotiating,12
439,Negotiating,12,Proposing,13
439,Proposing,13,Qualifying,14
439,Qualifying,14,Qualifying,15
439,Qualifying,15,Proposing,16
439,Proposing,16,Negotiating,17
439,Negotiating,17,Negotiating,18
439,Negotiating,18,Negotiating,19
439,Negotiating,19,Closing,20
439,Closing,20,Maintaining,21
440,Prospecting,1,Qualifying,2
440,Qualifying,2,Qualifying,3
440,Qualifying,3,Qualifying,4
440,Qualifying,4,Proposing,5
440,Proposing,5,Negotiating,6
440,Negotiating,6,Closing,7
440,Closing,7,Maintaining,8
441,Prospecting,1,Prospecting,2
441,Prospecting,2,Prospecting,3
441,Prospecting,3,Prospecting,4
441,Prospecting,4,Prospecting,5
441,Prospecting,5,Qualifying,6
441,Qualifying,6,Qualifying,7
441,Qualifying,7,Qualifying,8
441,Qualifying,8,Proposing,9
441,Proposing,9,Closing,10
441,Closing,10,Maintaining,11
442,Prospecting,1,Qualifying,2
442,Qualifying,2,Qualifying,3
442,Qualifying,3,Qualifying,4
442,Qualifying,4,Proposing,5
442,Proposing,5,Proposing,6
442,Proposing,6,Negotiating,7
442,Negotiating,7,Proposing,8
442,Proposing,8,Negotiating,9
442,Negotiating,9,Negotiating,10
442,Negotiating,10,Proposing,11
442,Proposing,11,Closing,12
442,Closing,12,Prospecting,13
442,Prospecting,13,Qualifying,14
442,Qualifying,14,Qualifying,15
442,Qualifying,15,Qualifying,16
442,Qualifying,16,Proposing,17
442,Proposing,17,Negotiating,18
442,Negotiating,18,Negotiating,19
442,Negotiating,19,Closing,20
442,Closing,20,Maintaining,21
443,Prospecting,1,Prospecting,2
443,Prospecting,2,Qualifying,3
443,Qualifying,3,Qualifying,4
443,Qualifying,4,Qualifying,5
443,Qualifying,5,Proposing,6
443,Proposing,6,Negotiating,7
443,Negotiating,7,Proposing,8
443,Proposing,8,Negotiating,9
443,Negotiating,9,Negotiating,10
443,Negotiating,10,Closing,11
443,Closing,11,Maintaining,12
444,Prospecting,1,Prospecting,2
444,Prospecting,2,Qualifying,3
444,Qualifying,3,Qualifying,4
444,Qualifying,4,Qualifying,5
444,Qualifying,5,Proposing,6
444,Proposing,6,Negotiating,7
444,Negotiating,7,Proposing,8
444,Proposing,8,Negotiating,9
444,Negotiating,9,Proposing,10
444,Proposing,10,Negotiating,11
444,Negotiating,11,Negotiating,12
444,Negotiating,12,Closing,13
444,Closing,13,Closing,14
444,Closing,14,Maintaining,15
445,Prospecting,1,Prospecting,2
445,Prospecting,2,Qualifying,3
445,Qualifying,3,Qualifying,4
445,Qualifying,4,Qualifying,5
445,Qualifying,5,Qualifying,6
445,Qualifying,6,Qualifying,7
445,Qualifying,7,Proposing,8
445,Proposing,8,Closing,9
445,Closing,9,Closing,10
445,Closing,10,Maintaining,11
446,Prospecting,1,Qualifying,2
446,Qualifying,2,Proposing,3
446,Proposing,3,Proposing,4
446,Proposing,4,Proposing,5
446,Proposing,5,Proposing,6
446,Proposing,6,Closing,7
446,Closing,7,Maintaining,8
447,Prospecting,1,Prospecting,2
447,Prospecting,2,Prospecting,3
447,Prospecting,3,Qualifying,4
447,Qualifying,4,Proposing,5
447,Proposing,5,Negotiating,6
447,Negotiating,6,Negotiating,7
447,Negotiating,7,Proposing,8
447,Proposing,8,Closing,9
447,Closing,9,Maintaining,10
448,Prospecting,1,Qualifying,2
448,Qualifying,2,Qualifying,3
448,Qualifying,3,Qualifying,4
448,Qualifying,4,Qualifying,5
448,Qualifying,5,Qualifying,6
448,Qualifying,6,Qualifying,7
448,Qualifying,7,Proposing,8
448,Proposing,8,Negotiating,9
448,Negotiating,9,Negotiating,10
448,Negotiating,10,Negotiating,11
448,Negotiating,11,Negotiating,12
448,Negotiating,12,Negotiating,13
448,Negotiating,13,Negotiating,14
448,Negotiating,14,Proposing,15
448,Proposing,15,Negotiating,16
448,Negotiating,16,Closing,17
448,Closing,17,Maintaining,18
449,Prospecting,1,Prospecting,2
449,Prospecting,2,Prospecting,3
449,Prospecting,3,Prospecting,4
449,Prospecting,4,Prospecting,5
449,Prospecting,5,Qualifying,6
449,Qualifying,6,Proposing,7
449,Proposing,7,Negotiating,8
449,Negotiating,8,Proposing,9
449,Proposing,9,Qualifying,10
449,Qualifying,10,Qualifying,11
449,Qualifying,11,Qualifying,12
449,Qualifying,12,Qualifying,13
449,Qualifying,13,Proposing,14
449,Proposing,14,Negotiating,15
449,Negotiating,15,Proposing,16
449,Proposing,16,Negotiating,17
449,Negotiating,17,Negotiating,18
449,Negotiating,18,Closing,19
449,Closing,19,Maintaining,20
450,Prospecting,1,Prospecting,2
450,Prospecting,2,Qualifying,3
450,Qualifying,3,Qualifying,4
450,Qualifying,4,Qualifying,5
450,Qualifying,5,Qualifying,6
450,Qualifying,6,Proposing,7
450,Proposing,7,Qualifying,8
450,Qualifying,8,Qualifying,9
450,Qualifying,9,Qualifying,10
450,Qualifying,10,Proposing,11
450,Proposing,11,Proposing,12
450,Proposing,12,Proposing,13
450,Proposing,13,Proposing,14
450,Proposing,14,Proposing,15
450,Proposing,15,Qualifying,16
450,Qualifying,16,Proposing,17
450,Proposing,17,Negotiating,18
450,Negotiating,18,Closing,19
450,Closing,19,Maintaining,20
451,Prospecting,1,Qualifying,2
451,Qualifying,2,Proposing,3
451,Proposing,3,Negotiating,4
451,Negotiating,4,Negotiating,5
451,Negotiating,5,Closing,6
451,Closing,6,Maintaining,7
452,Prospecting,1,Prospecting,2
452,Prospecting,2,Prospecting,3
452,Prospecting,3,Qualifying,4
452,Qualifying,4,Qualifying,5
452,Qualifying,5,Qualifying,6
452,Qualifying,6,Qualifying,7
452,Qualifying,7,Qualifying,8
452,Qualifying,8,Qualifying,9
452,Qualifying,9,Qualifying,10
452,Qualifying,10,Proposing,11
452,Proposing,11,Proposing,12
452,Proposing,12,Proposing,13
452,Proposing,13,Proposing,14
452,Proposing,14,Qualifying,15
452,Qualifying,15,Qualifying,16
452,Qualifying,16,Qualifying,17
452,Qualifying,17,Proposing,18
452,Proposing,18,Proposing,19
452,Proposing,19,Negotiating,20
452,Negotiating,20,Negotiating,21
452,Negotiating,21,Closing,22
452,Closing,22,Maintaining,23
453,Prospecting,1,Prospecting,2
453,Prospecting,2,Prospecting,3
453,Prospecting,3,Prospecting,4
453,Prospecting,4,Qualifying,5
453,Qualifying,5,Qualifying,6
453,Qualifying,6,Qualifying,7
453,Qualifying,7,Qualifying,8
453,Qualifying,8,Qualifying,9
453,Qualifying,9,Qualifying,10
453,Qualifying,10,Qualifying,11
453,Qualifying,11,Qualifying,12
453,Qualifying,12,Proposing,13
453,Proposing,13,Proposing,14
453,Proposing,14,Proposing,15
453,Proposing,15,Negotiating,16
453,Negotiating,16,Closing,17
453,Closing,17,Prospecting,18
453,Prospecting,18,Prospecting,19
453,Prospecting,19,Qualifying,20
453,Qualifying,20,Qualifying,21
453,Qualifying,21,Proposing,22
453,Proposing,22,Negotiating,23
453,Negotiating,23,Negotiating,24
453,Negotiating,24,Proposing,25
453,Proposing,25,Closing,26
453,Closing,26,Maintaining,27
454,Prospecting,1,Prospecting,2
454,Prospecting,2,Prospecting,3
454,Prospecting,3,Prospecting,4
454,Prospecting,4,Qualifying,5
454,Qualifying,5,Qualifying,6
454,Qualifying,6,Proposing,7
454,Proposing,7,Qualifying,8
454,Qualifying,8,Qualifying,9
454,Qualifying,9,Qualifying,10
454,Qualifying,10,Qualifying,11
454,Qualifying,11,Qualifying,12
454,Qualifying,12,Qualifying,13
454,Qualifying,13,Proposing,14
454,Proposing,14,Negotiating,15
454,Negotiating,15,Closing,16
454,Closing,16,Prospecting,17
454,Prospecting,17,Prospecting,18
454,Prospecting,18,Prospecting,19
454,Prospecting,19,Prospecting,20
454,Prospecting,20,Prospecting,21
454,Prospecting,21,Qualifying,22
454,Qualifying,22,Qualifying,23
454,Qualifying,23,Qualifying,24
454,Qualifying,24,Proposing,25
454,Proposing,25,Negotiating,26
454,Negotiating,26,Negotiating,27
454,Negotiating,27,Closing,28
454,Closing,28,Maintaining,29
455,Prospecting,1,Qualifying,2
455,Qualifying,2,Qualifying,3
455,Qualifying,3,Qualifying,4
455,Qualifying,4,Proposing,5
455,Proposing,5,Closing,6
455,Closing,6,Closing,7
455,Closing,7,Maintaining,8
456,Prospecting,1,Qualifying,2
456,Qualifying,2,Proposing,3
